epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,lora,n.a.,0,4,32.0,0.0,0.001,0.00045320916362186214,nan,0.05,0.0,294912,0.4494733700666891,5688701440,0.0797,0.03501227626800537,42564.2578125,0.0,0.013835362158715725,0.0,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,lora,n.a.,0,4,32.0,0.0,0.001,0.00033070916362186215,nan,0.05,0.0,294912,0.4651350920157664,5688701440,0.0916,0.04131176680326462,24831.797770182293,0.0,0.013231712199437121,0.0,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,lora,n.a.,0,4,32.0,0.0,0.001,0.0001792908363781379,nan,0.05,0.0,294912,0.46089014067979117,5688701440,0.1028,0.04409937481880188,17969.977579752605,0.0,0.01565078607139488,0.0,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,lora,n.a.,0,4,32.0,0.0,0.001,5.67908363781379e-05,nan,0.05,0.0,294912,0.4615624322915626,5688701440,0.1149,0.05061003418564797,17858.332356770832,0.0,0.006923951751862963,0.0,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,lora,n.a.,0,4,32.0,0.0,0.001,1e-05,nan,0.05,0.0,294912,0.46373827256205136,5688701440,0.1278,0.05808835203647614,35031.145751953125,0.0,0.0024926345019290843,0.0,nan,nan,0,0,0,lora-first
