epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,5.748669610234237e-05,0.000905463412215599,0.05,0.0,119808,0.3442767318862174,4359430144,0.1015,0.05501442467570305,55331.590169270836,96.35487461090088,0.0011126235088643928,0.0042775031955291825,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,4.436169610234237e-05,0.000657963412215599,0.05,0.0,119808,0.3444462920088902,4359430144,0.1241,0.06883644568920136,72391.92024739583,150.94799105326334,0.0009850545805723716,0.004094649339094758,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,2.813830389765763e-05,0.0003520365877844011,0.05,0.0,119808,0.34510288701947694,4359430144,0.1327,0.06677472717761994,33915.25,53.25798416137695,0.0008488329573689649,0.0034322956344112754,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,1.5013303897657632e-05,0.00010453658778440106,0.05,0.0,119808,0.34802840249922573,4359430144,0.146,0.08244716868400574,47907.669921875,66.76712354024251,0.0005192560541521137,0.0017158993092986445,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,1e-05,1e-05,0.05,0.0,119808,0.34809008583693246,4359430144,0.1484,0.07766676807403565,41281.5966796875,66.5681578318278,0.0002640637806810749,0.0005313780614718174,nan,nan,0,0,0,lora-first
