epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.000905463412215599,0.05,0.0,19200,0.2213962565907432,3236708864,0.0453,0.02202965545654297,0.0,2628.778302873884,0.0,0.010652044788002968,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.000657963412215599,0.05,0.0,19200,0.22109467721046389,3231160832,0.0586,0.02860268397331238,0.0,3041.0273960658483,0.0,0.009700174011023981,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0003520365877844011,0.05,0.0,19200,0.22102782671408885,3231160832,0.0665,0.033943349462747574,0.0,3531.3870936802455,0.0,0.007110375910997391,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.00010453658778440106,0.05,0.0,19200,0.22207500928503168,3231160832,0.069,0.03309937137365341,0.0,3863.8354840959823,0.0,0.003717577999590763,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,1e-05,0.05,0.0,19200,0.22319887910047762,3231160832,0.0703,0.03465389782190323,0.0,3696.111075265067,0.0,0.0010640176021427447,nan,nan,0,0,0,lora-first
