epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,hybrid_layerwise,deep_lora,0,3,24.0,0.0,0.001,5.748669610234237e-05,0.000905463412215599,0.05,0.0,86016,0.3034653157529319,4169039360,0.0974,0.04665877286195755,84462.01822916667,1617.8661193847656,0.000740052394879361,0.0060087647289037704,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,hybrid_layerwise,deep_lora,0,3,24.0,0.0,0.001,4.436169610234237e-05,0.000657963412215599,0.05,0.0,86016,0.3031333047715599,4168318464,0.1108,0.0545383624792099,94226.04166666667,2329.4817708333335,0.0007127733745922645,0.006071921903640032,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,hybrid_layerwise,deep_lora,0,3,24.0,0.0,0.001,2.813830389765763e-05,0.0003520365877844011,0.05,0.0,86016,0.3038281943182201,4168318464,0.13,0.06977265720367432,83878.45442708333,1636.5901184082031,0.0004552128763558964,0.0032002704683691263,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,hybrid_layerwise,deep_lora,0,3,24.0,0.0,0.001,1.5013303897657632e-05,0.00010453658778440106,0.05,0.0,86016,0.30539526536946404,4168318464,0.1401,0.07438696012496948,84889.4765625,1679.9070332845051,0.00035864800641623634,0.002079713779191176,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,hybrid_layerwise,deep_lora,0,3,24.0,0.0,0.001,1e-05,1e-05,0.05,0.0,86016,0.30580759536274865,4168318464,0.1425,0.07785514683723449,89614.31119791667,1713.902079264323,0.00016538937294778103,0.0006025865635213753,nan,nan,0,0,0,lora-first
