epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.000905463412215599,0.05,0.0,19200,0.22149724850569236,3236708864,0.0439,0.02108522872924805,0.0,2428.374241420201,0.0,0.011159602452867798,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.000657963412215599,0.05,0.0,19200,0.2220600261102857,3231160832,0.0533,0.02555765687376261,0.0,2977.0733032226562,0.0,0.00985541523966406,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0003520365877844011,0.05,0.0,19200,0.2224977601824514,3231160832,0.0589,0.028131481891870497,0.0,3478.76700265067,0.0,0.007426347916147539,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.00010453658778440106,0.05,0.0,19200,0.22250683899120907,3231160832,0.0628,0.029469708500802518,0.0,3969.0084926060267,0.0,0.0038141097840187804,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,1e-05,0.05,0.0,19200,0.22361071457338455,3231160832,0.0643,0.028339701572060585,0.0,3851.5885620117188,0.0,0.0011133966867678932,nan,nan,0,0,0,lora-first
