epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009045084971874737,0.05,0.0,19200,0.22347540196860233,3236708864,0.1369,0.07409551725387573,0.0,26333.291660853796,0.0,0.014848868329344051,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0006545084971874737,0.05,0.0,19200,0.22126128850385662,3231160832,0.2828,0.16833978223800658,0.0,27633.509783063615,0.0,0.010652695948790227,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.00034549150281252633,0.05,0.0,19200,0.2214232905746421,3231160832,0.3457,0.19399194221496582,0.0,26031.633754185266,0.0,0.007427474849724344,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,9.549150281252633e-05,0.05,0.0,19200,0.22156663014150946,3231160832,0.3783,0.20282988300323487,0.0,28488.761387416296,0.0,0.0034836188673840036,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0,0.05,0.0,19200,0.22226838443590247,3231160832,0.3852,0.2053208631515503,0.0,36942.35089983259,0.0,0.001020034313634304,nan,nan,0,0,0,lora-first
1,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009045084971874737,0.05,0.0,57700,0.5014025311335883,5199783424,0.8826,0.0623078439950943,0.0,17247.679617745536,0.0,0.008925947793094175,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0006545084971874737,0.05,0.0,57700,0.5028298584091694,5199783424,0.8915,0.05751656501293182,0.0,16711.03498186384,0.0,0.008274449933586376,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.00034549150281252633,0.05,0.0,57700,0.5074351858300017,5199783424,0.8942,0.05854367995262146,0.0,13952.0373273577,0.0,0.005144707775408668,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,9.549150281252633e-05,0.05,0.0,57700,0.5076576596330804,5199783424,0.8973,0.05774905977249146,0.0,10672.700230189732,0.0,0.002830305560824594,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0,0.05,0.0,57700,0.5082521267864101,5199783424,0.9002,0.056343222653865814,0.0,9488.963771275112,0.0,0.0007101190297232408,nan,nan,0,0,0,lora-first
1,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.0004522542485937369,0.0009045084971874737,0.05,0.0,57700,0.6906750988777336,5356283392,0.8732,0.06300530179738999,0.0,23229.019522530692,0.0,0.009937283549723881,nan,nan,400,0,0,lora-first
2,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,7.236067977499789e-07,0.0006545084971874737,0.05,0.0,647524,0.7340928648438905,8037729792,0.8851,0.06372431383132934,115070.24497767857,17693.076154436385,4.418782737047877e-05,0.0073758922849914855,0.007000381165804963,0.025543633848428726,400,0,0,lora-first
3,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,5.278640450004206e-07,0.00034549150281252633,0.05,0.0,647524,0.7360869661316543,8037729792,0.892,0.05902495015859604,110153.97544642857,15907.339957101005,4.653283628743209e-05,0.005588402106825795,0.01242660564215233,0.024488668888807297,400,0,0,lora-first
4,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,2.763932022500211e-07,9.549150281252633e-05,0.05,0.0,647524,0.7373535663575468,8037729792,0.8916,0.05870664258003235,97540.92606026786,13417.832815987724,4.585195321331932e-05,0.002889673026012523,0.0029958182713016868,0.015462450683116913,400,0,0,lora-first
5,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.0,0.0,0.05,0.0,647524,0.7371498934753106,8037729792,0.8963,0.056060242331027986,118643.015625,20710.469438825334,4.2550759254871604e-05,0.000752590796244996,0.010875387621733049,0.028561871498823166,400,0,0,lora-first
1,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.0004522542485937369,0.0009045084971874737,0.05,0.0,57700,0.4407162324851736,4394289664,0.8719,0.06317494883537292,0.0,21211.317757742745,0.0,0.009614867058449559,nan,nan,400,0,0,lora-first
2,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,4.090678107421711e-05,0.0006545084971874737,0.05,0.0,647524,0.45901963533952717,5739237888,0.8876,0.06031403810977936,89733.53180803571,13636.361642020089,0.002362125719498311,0.007067987944797746,0.005776380974566564,0.031053323298692703,400,0,0,lora-first
3,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,2.1593218925782896e-05,0.00034549150281252633,0.05,0.0,647524,0.4597017533334015,5739237888,0.8981,0.061516774916648864,142962.64620535713,21727.26699393136,0.0019977057153092964,0.005701266678183207,-0.0064083324590077,0.02129099890589714,400,0,0,lora-first
4,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,5.9682189257828954e-06,9.549150281252633e-05,0.05,0.0,647524,0.46097737200119915,5739237888,0.899,0.055118124389648436,79189.72237723214,12020.915187290737,0.0009539622697047889,0.0027834868856838773,-0.001639120882221808,0.01686658151447773,400,0,0,lora-first
5,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.0,0.0,0.05,0.0,647524,0.46100885788802903,5739237888,0.9043,0.05665846643447876,123270.23467548077,25423.957711356026,0.0,0.0,0.01125214706795911,0.02979341521859169,400,0,0,lora-first
1,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.0004522542485937369,0.0009045084971874737,0.05,0.0,647524,0.4588473739526461,5743071744,0.851,0.0711988951921463,102251.27734375,15363.427420479911,0.02133375419569867,0.007822868746838399,-0.008219112439595241,0.008061577565968037,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.00032725424859373687,0.0006545084971874737,0.05,0.0,647524,0.4594665262705225,5743071744,0.8672,0.06739229574203491,79751.421875,14329.068769182477,0.018910271248647144,0.006953448689143572,-0.001729703394327468,0.02008492685854435,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.00017274575140626317,0.00034549150281252633,0.05,0.0,647524,0.4594903833725873,5743071744,0.8841,0.0685108251273632,133897.05775669642,21016.355965750558,0.01569578397486891,0.005711271028433528,-0.012764635651061932,0.00677315192297101,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,4.7745751406263163e-05,9.549150281252633e-05,0.05,0.0,647524,0.4606538026229195,5743071744,0.8947,0.06626833412647247,62625.42103794643,9766.060795375279,0.006220888845356447,0.0022697388360809,0.01069405681725281,0.032069429755210876,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.0,0.0,0.05,0.0,647524,0.46028940634959187,5743071744,0.8996,0.0645578703045845,46287.622767857145,7779.171088082449,0.0013421235905428017,0.0005049385030620865,-0.003642410767497495,0.030217530205845833,0,0,0,lora-first
1,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.0004522542485937369,0.0009045084971874737,0.05,0.0,57700,0.43985751095940084,4394289664,0.8711,0.06256872193813325,0.0,20211.765659877234,0.0,0.009543175343424082,nan,nan,400,0,0,lora-first
2,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.00032725424859373687,0.0006545084971874737,0.05,0.0,647524,0.4587337202428247,5739237888,0.8698,0.06505460109710694,140503.36021205358,27532.90345110212,0.023206721725208417,0.008034230259779309,-0.007158592154155485,0.002930882154032588,400,0,0,lora-first
3,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,0.00017274575140626317,0.00034549150281252633,0.05,0.0,647524,0.4599953734356424,5739237888,0.8815,0.06676455489397048,124927.212890625,21335.719839913505,0.016343549426112856,0.00551260490569153,-0.004247577453497797,0.021961359307169914,400,0,0,lora-first
4,cifar100,vit_small_patch16_224,hybrid_parallel,n.a.,0,8,16.0,0.0,0.001,4.7745751406263163e-05,9.549150281252633e-05,0.05,0.0,647524,0.4609804098563426,5739237888,0.8959,0.0631155993938446,59636.93833705357,9901.173501150948,0.0067096730095467395,0.0023273034104412155,0.006364932647556998,0.035414788872003555,400,0,0,lora-first
