epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009939057285945933,0.05,0.0,19200,0.22576620633644826,3236708864,0.0439,0.02108516616821289,0.0,2428.421639578683,0.0,0.011159643530845642,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009757729755661012,0.05,0.0,19200,0.22234041611556812,3231160832,0.0539,0.02596981688439846,0.0,3011.738691057478,0.0,0.010864452292610492,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009460482294732422,0.05,0.0,19200,0.221699393313864,3231160832,0.0625,0.02872188236117363,0.0,3747.1097412109375,0.0,0.011319483031651803,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009054634122155991,0.05,0.0,19200,0.2230574633459301,3231160832,0.0708,0.031569656336307525,0.0,4593.527884347098,0.0,0.010557582768212472,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0008550178566873411,0.05,0.0,19200,0.22548009672433214,3231160832,0.0781,0.03545355256795883,0.0,4938.688929966518,0.0,0.01037749059365264,nan,nan,0,0,0,lora-first
6,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0007959536998847743,0.05,0.0,19200,0.2257354113147082,3231160832,0.0842,0.038126132279634475,0.0,5075.888113839285,0.0,0.009270110034516879,nan,nan,0,0,0,lora-first
7,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0007297252973710758,0.05,0.0,19200,0.2257910268690885,3231160832,0.0891,0.03838807581663132,0.0,5822.159807477678,0.0,0.008388010518891471,nan,nan,0,0,0,lora-first
8,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0006579634122155991,0.05,0.0,19200,0.22683167457580566,3231160832,0.0954,0.04226407494544983,0.0,6012.645961216518,0.0,0.007550916983745992,nan,nan,0,0,0,lora-first
9,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0005824350601949144,0.05,0.0,19200,0.2279076820139385,3231160832,0.0977,0.044516181015968326,0.0,6921.6890869140625,0.0,0.006105078617110848,nan,nan,0,0,0,lora-first
10,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0005050000000000001,0.05,0.0,19200,0.2257798309521297,3231160832,0.0986,0.04378185167312622,0.0,8321.77553013393,0.0,0.0055697592075115866,nan,nan,0,0,0,lora-first
11,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.000427564939805086,0.05,0.0,19200,0.22654943758874294,3231160832,0.1022,0.04444320876598358,0.0,6903.283133370535,0.0,0.005163604925785746,nan,nan,0,0,0,lora-first
12,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0003520365877844012,0.05,0.0,19200,0.22893340447369745,3231160832,0.1057,0.048242380380630494,0.0,8236.72300502232,0.0,0.004513499709511442,nan,nan,0,0,0,lora-first
13,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.00028027470262892445,0.05,0.0,19200,0.2286135564984568,3231160832,0.1075,0.047784786403179166,0.0,8738.886910574776,0.0,0.003374485340568104,nan,nan,0,0,0,lora-first
14,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0002140463001152259,0.05,0.0,19200,0.23020398525325844,3231160832,0.1072,0.045553679287433625,0.0,8439.128923688617,0.0,0.0026407643287841764,nan,nan,0,0,0,lora-first
15,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.00015498214331265904,0.05,0.0,19200,0.22826111956935405,3231160832,0.1092,0.049296098637580874,0.0,8555.026349748883,0.0,0.0019000947151133524,nan,nan,0,0,0,lora-first
16,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.00010453658778440108,0.05,0.0,19200,0.229909668798032,3231160832,0.1087,0.04712082568407059,0.0,9012.849330357143,0.0,0.0014942633653325693,nan,nan,0,0,0,lora-first
17,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,6.395177052675796e-05,0.05,0.0,19200,0.2280266376407555,3231160832,0.112,0.050802094459533695,0.0,8388.407174246651,0.0,0.0009019712243960905,nan,nan,0,0,0,lora-first
