epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,6.217681894062237e-05,0.0009939057285945933,0.05,0.0,119808,0.3453034043616956,4359430144,0.0993,0.05181855666637421,65155.059244791664,129.62349096934,0.001254914600091676,0.004855874925851822,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,6.12152335527478e-05,0.0009757729755661012,0.05,0.0,119808,0.3438212438617521,4359430144,0.1279,0.0691046656370163,41051.011393229164,69.62382793426514,0.0011797714881443728,0.004850772519906362,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,5.963892125994467e-05,0.0009460482294732422,0.05,0.0,119808,0.3451675521138379,4359430144,0.1334,0.06708783216476441,17748.220703125,31.70689646402995,0.0010956088081002235,0.004670242701346676,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,5.7486696102342385e-05,0.0009054634122155991,0.05,0.0,119808,0.3503711083356072,4359430144,0.1489,0.07674838359355926,50762.698893229164,80.74217414855957,0.0011099839078572888,0.005073180577407281,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,5.4811553006146884e-05,0.0008550178566873411,0.05,0.0,119808,0.3501425447976193,4359430144,0.1622,0.08353368883132935,51551.026692708336,87.86755116780598,0.0010084008584575106,0.004507194738835096,nan,nan,0,0,0,lora-first
6,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,5.1679362872677433e-05,0.0007959536998847743,0.05,0.0,119808,0.3490196121928027,4359430144,0.1709,0.08603661985397339,23887.957845052082,46.181886196136475,0.0010447869426570833,0.004496339863787095,nan,nan,0,0,0,lora-first
7,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,4.816725061816311e-05,0.0007297252973710758,0.05,0.0,119808,0.34916466947101876,4359430144,0.1745,0.08304079010486602,40641.0302734375,87.32235113779704,0.000873268455810224,0.00375146073444436,nan,nan,0,0,0,lora-first
8,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,4.436169610234238e-05,0.0006579634122155991,0.05,0.0,119808,0.3471784335573006,4359430144,0.1778,0.08912131867408753,60579.219075520836,109.48148028055827,0.000933279584084327,0.004051980562508106,nan,nan,0,0,0,lora-first
9,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,4.035640470730607e-05,0.0005824350601949144,0.05,0.0,119808,0.3469125261087247,4359430144,0.1858,0.09555519919395447,50628.919270833336,99.29635270436604,0.0007226672799636921,0.0033406733612840376,nan,nan,0,0,0,lora-first
10,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,3.625000000000001e-05,0.0005050000000000001,0.05,0.0,119808,0.34950086405819947,4359430144,0.1921,0.09393969783782959,47459.507161458336,98.3391014734904,0.0007086959570491066,0.002797552073995272,nan,nan,0,0,0,lora-first
