epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order
1,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009939057285945933,0.05,0.0,19200,0.22368404017689894,3236708864,0.0384,0.01726349334716797,0.0,2828.0164184570312,0.0,0.01107510837859341,nan,nan,0,0,0,lora-first
2,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009757729755661012,0.05,0.0,19200,0.22229234397868672,3231160832,0.0557,0.027903222613036634,0.0,2948.5914481026784,0.0,0.01063902150573475,nan,nan,0,0,0,lora-first
3,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009460482294732422,0.05,0.0,19200,0.22255046959118466,3231160832,0.0653,0.0325886001765728,0.0,3637.2637852260045,0.0,0.010917112829961948,nan,nan,0,0,0,lora-first
4,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0009054634122155991,0.05,0.0,19200,0.2234376367095791,3231160832,0.0685,0.030782845216989516,0.0,4299.326102120535,0.0,0.010171541278915746,nan,nan,0,0,0,lora-first
5,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0008550178566873411,0.05,0.0,19200,0.2242836927818825,3231160832,0.077,0.035140051567554474,0.0,5165.977382114956,0.0,0.010126931093899267,nan,nan,0,0,0,lora-first
6,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0007959536998847743,0.05,0.0,19200,0.22686411779554908,3231160832,0.0844,0.04115671288967133,0.0,6337.598876953125,0.0,0.009056254855490156,nan,nan,0,0,0,lora-first
7,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0007297252973710758,0.05,0.0,19200,0.22774579579872853,3231160832,0.09,0.045093239057064055,0.0,6059.10480608259,0.0,0.009268475862752115,nan,nan,0,0,0,lora-first
8,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0006579634122155991,0.05,0.0,19200,0.22659127608589505,3231160832,0.0963,0.042764174556732176,0.0,7353.580269949777,0.0,0.007835368891911847,nan,nan,0,0,0,lora-first
9,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0005824350601949144,0.05,0.0,19200,0.22768537589656118,3231160832,0.1005,0.04667428922653198,0.0,7458.859776088169,0.0,0.006927863761250462,nan,nan,0,0,0,lora-first
10,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0005050000000000001,0.05,0.0,19200,0.22734002323101854,3231160832,0.1018,0.04702492266893387,0.0,7514.575544084822,0.0,0.005926433551524367,nan,nan,0,0,0,lora-first
11,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.000427564939805086,0.05,0.0,19200,0.2278316075844533,3231160832,0.1044,0.046113590252399445,0.0,7733.676862444197,0.0,0.004910121239455683,nan,nan,0,0,0,lora-first
12,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.0003520365877844012,0.05,0.0,19200,0.23009783105777049,3231160832,0.1051,0.04536040081977844,0.0,8281.905221121651,0.0,0.004601048006276999,nan,nan,0,0,0,lora-first
13,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,0.00028027470262892445,0.05,0.0,19200,0.2278478066329761,3231160832,0.109,0.04796999387741089,0.0,8291.314400809151,0.0,0.003446570597589016,nan,nan,0,0,0,lora-first
