epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order,acc_id,acc_c_mean,ece_id,latency_ms_cpu,trainable_params_pct,trainable_params_pct_norm,latency_ms_cpu_norm,pesi_lite
20,cifar100,vit_small_patch16_224,hybrid_layers,even_lora,0,3,24.0,0.0,0.001,1e-05,1e-05,0.05,0.0,119808,0.3496548794114681,4359430144,0.2032,0.10180710368156433,51558.0732421875,134.1732037862142,0.00015012139435081431,6.923399147732805e-05,nan,nan,0,0,0,lora-first,0.2032,0.2032,0.10180710368156433,2.7316787454020948,0.5445818181818182,1.0,1.0,0.16576589275174936
