epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order,acc_id,acc_c_mean,ece_id,latency_ms_cpu,trainable_params_pct,trainable_params_pct_norm,latency_ms_cpu_norm,pesi_lite
20,cifar100,vit_small_patch16_224,lora,n.a.,0,4,32.0,0.0,0.001,1e-05,nan,0.05,0.0,294912,0.4707272034471907,5688701440,0.1773,0.08556605882644654,14336.836669921875,0.0,0.0004907392358290963,0.0,nan,nan,0,0,0,lora-first,0.1773,0.1773,0.08556605882644654,3.6775562769311776,1.3405090909090909,1.0,1.0,0.14941252364052124
