epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order,acc_id,acc_c_mean,ece_id,latency_ms_cpu,trainable_params_pct,trainable_params_pct_norm,latency_ms_cpu_norm,pesi_lite
20,cifar100,vit_small_patch16_224,lora,n.a.,0,4,32.0,0.0,0.001,1e-05,nan,0.05,0.0,294912,0.4715819157602842,5688701440,0.049,0.02274502112567425,201.92632071177164,0.0,0.0004927034606225789,0.0,nan,nan,0,0,0,lora-first,0.049,0.049,0.02274502112567425,3.68423371687722,1.3405090909090909,1.0,1.0,0.046820926754724726
