epoch,dataset,model,method,policy,attn_only,lora_r,lora_alpha,lora_dropout,lr,lr_lora,lr_norm,weight_decay,clip_grad,trainable_params,avg_step_time_s,peak_mem_bytes,acc1,ece,grad_norm_lora_mean,grad_norm_norm_mean,update_norm_lora_mean,update_norm_norm_mean,cosine_ln_mean,cosine_ln_p90,freeze_lora_steps,freeze_norm_steps,alt_freeze_every,alt_freeze_order,acc_id,acc_c_mean,ece_id,latency_ms_cpu,trainable_params_pct,trainable_params_pct_norm,latency_ms_cpu_norm,pesi_lite
20,cifar100,vit_small_patch16_224,norm,n.a.,0,8,16.0,0.0,0.001,nan,1e-05,0.05,0.0,19200,0.22860864666111938,3231160832,0.1119,0.04964428291320801,0.0,7873.7728271484375,0.0,0.0001358309512267754,nan,nan,0,0,0,lora-first,0.1119,0.1119,0.04964428291320801,1.7860050520399953,0.08727272727272728,1.0,1.0,0.1013233663478735
